pid,utt_ind,act_type,text,needs_review
p679,2,Direct Instruction,"You’re right to question that: **b7 is already a White disc**, so Black **cannot** play there.

On this board, Black can only play on the pale dots: **g2, b6, a7, or c8**.  
A move must be on an **empty** square, and then it flips any White discs bracketed in a line.",False
p679,2,Negative Feedback,"You’re right to question that: **b7 is already a White disc**, so Black **cannot** play there.

On this board, Black can only play on the pale dots: **g2, b6, a7, or c8**.  
A move must be on an **empty** square, and then it flips any White discs bracketed in a line.",False
p679,3,Provide Correct Answer,"Ah — if it turned **white**, that was likely **White’s reply after your move**, or the square clicked wasn’t Black’s legal move at that moment. On **Black’s own move**, the disc you place should be black, and flipped discs turn black too.

For the **current board**, Black’s legal moves are **g2, b6, a7, c8**.  
If you want the best move now: **play c8**. It keeps the endgame tighter than grabbing the tempting edge squares.",False
p679,3,Direct Instruction,"Ah — if it turned **white**, that was likely **White’s reply after your move**, or the square clicked wasn’t Black’s legal move at that moment. On **Black’s own move**, the disc you place should be black, and flipped discs turn black too.

For the **current board**, Black’s legal moves are **g2, b6, a7, c8**.  
If you want the best move now: **play c8**. It keeps the endgame tighter than grabbing the tempting edge squares.",False
p679,4,Provide Correct Answer,"Best now: **a7**.

It’s legal, takes the left edge, and flips important discs back without opening a new corner for White. The other legal moves (**g2** or **b6**) leave White with a stronger finish.",False
p679,4,Direct Instruction,"Best now: **a7**.

It’s legal, takes the left edge, and flips important discs back without opening a new corner for White. The other legal moves (**g2** or **b6**) leave White with a stronger finish.",False
p61,0,Direct Instruction,"What you need to know here:

- **Empty corners matter most:** **a1, h1, and a8** are still open. A corner disc can’t be flipped back.
- Your legal moves are: **g2, b6, a7, b7, b8, c8**.
- Be careful with moves **next to an empty corner**:
  - **g2** is near **h1**.
  - **a7, b7, b8** are near **a8**.
- Don’t just pick the move that flips the most now. Ask: **after my move, can White take a corner?**
- Also check **mobility**: if your move leaves White with very few or no legal moves, that can be stronger than flipping many discs.

If you want, tell me the move you’re considering and I’ll help you test what White can do next.",False
p61,0,Hint,"What you need to know here:

- **Empty corners matter most:** **a1, h1, and a8** are still open. A corner disc can’t be flipped back.
- Your legal moves are: **g2, b6, a7, b7, b8, c8**.
- Be careful with moves **next to an empty corner**:
  - **g2** is near **h1**.
  - **a7, b7, b8** are near **a8**.
- Don’t just pick the move that flips the most now. Ask: **after my move, can White take a corner?**
- Also check **mobility**: if your move leaves White with very few or no legal moves, that can be stronger than flipping many discs.

If you want, tell me the move you’re considering and I’ll help you test what White can do next.",False
p61,0,Prompt,"What you need to know here:

- **Empty corners matter most:** **a1, h1, and a8** are still open. A corner disc can’t be flipped back.
- Your legal moves are: **g2, b6, a7, b7, b8, c8**.
- Be careful with moves **next to an empty corner**:
  - **g2** is near **h1**.
  - **a7, b7, b8** are near **a8**.
- Don’t just pick the move that flips the most now. Ask: **after my move, can White take a corner?**
- Also check **mobility**: if your move leaves White with very few or no legal moves, that can be stronger than flipping many discs.

If you want, tell me the move you’re considering and I’ll help you test what White can do next.",False
p61,1,Direct Instruction,"**b6 is legal.** Before playing it, check the corner danger:

- After **b6**, ask: does White get access to **a8** or **h1** soon?
- It only flips a small amount, so its value depends on whether it **limits White’s legal moves**.
- Compare it with the other edge options: which move leaves White with the fewest safe replies and doesn’t give away a corner?

Look especially at the **a8 corner zone**: moves near **a7/b7/b8/c8** can decide who gets that corner.",False
p61,1,Hint,"**b6 is legal.** Before playing it, check the corner danger:

- After **b6**, ask: does White get access to **a8** or **h1** soon?
- It only flips a small amount, so its value depends on whether it **limits White’s legal moves**.
- Compare it with the other edge options: which move leaves White with the fewest safe replies and doesn’t give away a corner?

Look especially at the **a8 corner zone**: moves near **a7/b7/b8/c8** can decide who gets that corner.",False
p61,1,Prompt,"**b6 is legal.** Before playing it, check the corner danger:

- After **b6**, ask: does White get access to **a8** or **h1** soon?
- It only flips a small amount, so its value depends on whether it **limits White’s legal moves**.
- Compare it with the other edge options: which move leaves White with the fewest safe replies and doesn’t give away a corner?

Look especially at the **a8 corner zone**: moves near **a7/b7/b8/c8** can decide who gets that corner.",False
p61,1,Pose Simplified Problem,"**b6 is legal.** Before playing it, check the corner danger:

- After **b6**, ask: does White get access to **a8** or **h1** soon?
- It only flips a small amount, so its value depends on whether it **limits White’s legal moves**.
- Compare it with the other edge options: which move leaves White with the fewest safe replies and doesn’t give away a corner?

Look especially at the **a8 corner zone**: moves near **a7/b7/b8/c8** can decide who gets that corner.",False
p61,2,Direct Instruction,"The board is full: **0 empty squares**, so the game is over.

Final count:
- **Black: 23**
- **White: 41**

So **White wins by 18 discs**.

If you can’t click **Finish**, try:
1. click anywhere outside the board once, then Finish;
2. wait a few seconds;
3. refresh only if the study instructions allow it;
4. if still stuck, report that the final board is complete: **Black 23, White 41**.",False
p608,0,Direct Instruction,"I’d be cautious with **g2**: it’s the diagonal “X-square” next to the empty **h1 corner**. If White can get **h1** afterward, that corner becomes permanent and can swing the endgame.

Before playing it, ask: **after g2, what is White’s strongest reply—can they take or force h1?** If yes, look for a move that limits White’s options without giving a corner.",False
p608,0,Hint,"I’d be cautious with **g2**: it’s the diagonal “X-square” next to the empty **h1 corner**. If White can get **h1** afterward, that corner becomes permanent and can swing the endgame.

Before playing it, ask: **after g2, what is White’s strongest reply—can they take or force h1?** If yes, look for a move that limits White’s options without giving a corner.",False
p608,0,Prompt,"I’d be cautious with **g2**: it’s the diagonal “X-square” next to the empty **h1 corner**. If White can get **h1** afterward, that corner becomes permanent and can swing the endgame.

Before playing it, ask: **after g2, what is White’s strongest reply—can they take or force h1?** If yes, look for a move that limits White’s options without giving a corner.",False
p608,1,Provide Correct Answer,"**b7 looks like a strong candidate.** It stays away from the dangerous **h1 corner** issue, and compared with **b6/b8/a7**, it’s less likely to immediately give White easy edge/corner access on the lower-left.

Key check: after **b7**, what legal moves does White have, and can any of them take a corner soon? If not, it’s probably better than **g2**.",False
p608,1,Direct Instruction,"**b7 looks like a strong candidate.** It stays away from the dangerous **h1 corner** issue, and compared with **b6/b8/a7**, it’s less likely to immediately give White easy edge/corner access on the lower-left.

Key check: after **b7**, what legal moves does White have, and can any of them take a corner soon? If not, it’s probably better than **g2**.",False
p608,1,Prompt,"**b7 looks like a strong candidate.** It stays away from the dangerous **h1 corner** issue, and compared with **b6/b8/a7**, it’s less likely to immediately give White easy edge/corner access on the lower-left.

Key check: after **b7**, what legal moves does White have, and can any of them take a corner soon? If not, it’s probably better than **g2**.",False
p608,1,Neutral Feedback,"**b7 looks like a strong candidate.** It stays away from the dangerous **h1 corner** issue, and compared with **b6/b8/a7**, it’s less likely to immediately give White easy edge/corner access on the lower-left.

Key check: after **b7**, what legal moves does White have, and can any of them take a corner soon? If not, it’s probably better than **g2**.",False
p608,2,Provide Correct Answer,"**c8 is legal, but I’d be wary.** It grabs flips on the bottom/diagonal, yet it leaves White active moves like **b8/b7/b6**, so you may give them control of the lower-left endgame.

Compare that with **b7**, which seems to restrict White more. In endgames, I’d prioritize **limiting White’s replies** over flipping a lot now.",False
p608,2,Direct Instruction,"**c8 is legal, but I’d be wary.** It grabs flips on the bottom/diagonal, yet it leaves White active moves like **b8/b7/b6**, so you may give them control of the lower-left endgame.

Compare that with **b7**, which seems to restrict White more. In endgames, I’d prioritize **limiting White’s replies** over flipping a lot now.",False
p608,2,Neutral Feedback,"**c8 is legal, but I’d be wary.** It grabs flips on the bottom/diagonal, yet it leaves White active moves like **b8/b7/b6**, so you may give them control of the lower-left endgame.

Compare that with **b7**, which seems to restrict White more. In endgames, I’d prioritize **limiting White’s replies** over flipping a lot now.",False
p608,3,Direct Instruction,"Corners are important because **a disc in a corner can never be flipped**—there’s no square beyond it to outflank it. Once you own a corner like **h1** or **a8**, the edge discs connected to it often become safe too.

That’s why squares next to corners can be dangerous: playing near **h1** (like **g2**) may let White take **h1**, giving them permanent discs and edge control. In the endgame, that can matter more than the flips you get immediately.",False
p608,4,Pose Simplified Problem,"**a1 isn’t legal here** — it’s empty, but there’s no pale dot there, so Black can’t play it.

Your legal choices are: **g2, b6, a7, b7, b8, c8**.  
I’d avoid moves that hand White an easy corner; focus on which move leaves White with the fewest good replies.",False
p608,4,Negative Feedback,"**a1 isn’t legal here** — it’s empty, but there’s no pale dot there, so Black can’t play it.

Your legal choices are: **g2, b6, a7, b7, b8, c8**.  
I’d avoid moves that hand White an easy corner; focus on which move leaves White with the fewest good replies.",False
p55,0,Provide Correct Answer,"No — **b6 is probably not best**. It flips several discs now, but that can be misleading in the endgame.

I’d look at **c8** instead: it’s a safer edge move and keeps Black’s endgame result better than b6. The key question is: after your move, how many good replies does White get, and can any flips be taken back?",False
p55,0,Direct Instruction,"No — **b6 is probably not best**. It flips several discs now, but that can be misleading in the endgame.

I’d look at **c8** instead: it’s a safer edge move and keeps Black’s endgame result better than b6. The key question is: after your move, how many good replies does White get, and can any flips be taken back?",False
p55,0,Prompt,"No — **b6 is probably not best**. It flips several discs now, but that can be misleading in the endgame.

I’d look at **c8** instead: it’s a safer edge move and keeps Black’s endgame result better than b6. The key question is: after your move, how many good replies does White get, and can any flips be taken back?",False
p55,0,Negative Feedback,"No — **b6 is probably not best**. It flips several discs now, but that can be misleading in the endgame.

I’d look at **c8** instead: it’s a safer edge move and keeps Black’s endgame result better than b6. The key question is: after your move, how many good replies does White get, and can any flips be taken back?",False
p55,1,Direct Instruction,"After **Black c8**, White’s legal replies should be **a3, b6, or b8**.

I’d expect White to look at **a3** because it flips a lot and attacks along the left side — but in endgames, the important part is what that leaves you next, not the immediate flips.",False
p55,2,Direct Instruction,"This position is already **game over**: there are **0 empty squares**, so no more moves.

Final count from the board:
- **Black: 22**
- **White: 42**

For future endgames, the key strategy is:

1. **Don’t chase big flips immediately** — many can flip back.
2. **Secure corners/edges** when possible; corners are permanent.
3. **Maximize mobility**: leave White with few or bad moves.
4. **Avoid squares next to empty corners** unless you’ve calculated it.
5. With few empties left, **count the exact final sequence** rather than using general principles.",False
p55,3,Direct Instruction,"Yes, there *can* be a small first-player bias, but in Othello it’s not like chess where people often talk about a clear White advantage.

- **Black moves first**, so Black gets the first initiative.
- But Othello is very tactical, and **moving last in key endgame regions can be valuable**, so the advantage can shift.
- At beginner/intermediate level, **move quality matters far more than first-player bias**.
- The standard 8x8 game is generally treated as fairly balanced; there’s no simple “Black should win because Black starts.”

In your current shown game, the board is full, so the result is final: **White 42, Black 22**.",False
p368,0,Provide Correct Answer,"You *can* go diagonal in Othello.

A move is legal if your new black disc would trap one or more white discs in a straight line between the new disc and another black disc — **horizontal, vertical, or diagonal** all count.

The pale dots show the legal Black moves here: **g2, b6, a7, b7, b8, c8**.",False
p368,0,Direct Instruction,"You *can* go diagonal in Othello.

A move is legal if your new black disc would trap one or more white discs in a straight line between the new disc and another black disc — **horizontal, vertical, or diagonal** all count.

The pale dots show the legal Black moves here: **g2, b6, a7, b7, b8, c8**.",False
p368,1,Direct Instruction,"It *does* flip diagonally — but only if the diagonal is **unbroken white discs ending in a black disc**.

Example here: if Black plays **g2**, the diagonal down-left goes **f3–e4–d5** white, ending at **c6** black, so those would flip.

If there’s an empty square or no black disc at the far end, then that diagonal won’t flip.",False
p368,2,Prompt,"It’s *tempting* because **g2 flips diagonally**, yes — but don’t judge it just by flips.

In the endgame, ask: after **g2**, does White get a strong reply or a corner? Compare that with the lower-left options like **b7**: which move leaves White with fewer good moves?",False
p368,2,Pose Simplified Problem,"It’s *tempting* because **g2 flips diagonally**, yes — but don’t judge it just by flips.

In the endgame, ask: after **g2**, does White get a strong reply or a corner? Compare that with the lower-left options like **b7**: which move leaves White with fewer good moves?",False
p368,2,Paraphrase,"It’s *tempting* because **g2 flips diagonally**, yes — but don’t judge it just by flips.

In the endgame, ask: after **g2**, does White get a strong reply or a corner? Compare that with the lower-left options like **b7**: which move leaves White with fewer good moves?",False
p368,2,Neutral Feedback,"It’s *tempting* because **g2 flips diagonally**, yes — but don’t judge it just by flips.

In the endgame, ask: after **g2**, does White get a strong reply or a corner? Compare that with the lower-left options like **b7**: which move leaves White with fewer good moves?",False
p368,3,Direct Instruction,"Yes — good catch. After **b7**, White can take the **a8 corner** via the diagonal **a8–b7–c6–d5**.

But ask: if White spends a move on **a8**, what strong reply does Black get next? In endgames, a corner can be worth allowing if it leaves White with poor mobility or lets Black win the final count.",False
p368,3,Prompt,"Yes — good catch. After **b7**, White can take the **a8 corner** via the diagonal **a8–b7–c6–d5**.

But ask: if White spends a move on **a8**, what strong reply does Black get next? In endgames, a corner can be worth allowing if it leaves White with poor mobility or lets Black win the final count.",False
p368,3,Positive Feedback,"Yes — good catch. After **b7**, White can take the **a8 corner** via the diagonal **a8–b7–c6–d5**.

But ask: if White spends a move on **a8**, what strong reply does Black get next? In endgames, a corner can be worth allowing if it leaves White with poor mobility or lets Black win the final count.",False
p368,4,Direct Instruction,"Right — giving White **a8** looks scary.

But check the follow-up: after **b7 → White a8**, Black may be able to play near that corner safely because the corner is already gone. Ask yourself:

- Does White’s **a8** flip enough to matter?
- What Black reply restores control on the left/bottom area?
- Does White get many moves afterward, or are they cramped?

So the corner alone doesn’t decide it — the **next move and final count** do.",False
p368,4,Prompt,"Right — giving White **a8** looks scary.

But check the follow-up: after **b7 → White a8**, Black may be able to play near that corner safely because the corner is already gone. Ask yourself:

- Does White’s **a8** flip enough to matter?
- What Black reply restores control on the left/bottom area?
- Does White get many moves afterward, or are they cramped?

So the corner alone doesn’t decide it — the **next move and final count** do.",False
p393,0,Direct Instruction,"Look less at “how many do I flip now” and more at **what White gets next**.

You have four legal moves: **g2, b6, a7, c8**. Check:

- **g2**: it sits diagonally next to the empty **h1 corner** — could this give White access to h1?
- **a7 / b6**: look at the lower-left edge and the empty **b8** area — do they improve or reduce White’s options?
- **c8**: ask whether it keeps White’s replies limited and avoids handing over a corner.

Endgame habit: for each move, imagine White’s forced reply, then count who likely gets the last few empties. Mobility and corners matter more than the immediate flips.",False
p393,0,Hint,"Look less at “how many do I flip now” and more at **what White gets next**.

You have four legal moves: **g2, b6, a7, c8**. Check:

- **g2**: it sits diagonally next to the empty **h1 corner** — could this give White access to h1?
- **a7 / b6**: look at the lower-left edge and the empty **b8** area — do they improve or reduce White’s options?
- **c8**: ask whether it keeps White’s replies limited and avoids handing over a corner.

Endgame habit: for each move, imagine White’s forced reply, then count who likely gets the last few empties. Mobility and corners matter more than the immediate flips.",False
p393,0,Prompt,"Look less at “how many do I flip now” and more at **what White gets next**.

You have four legal moves: **g2, b6, a7, c8**. Check:

- **g2**: it sits diagonally next to the empty **h1 corner** — could this give White access to h1?
- **a7 / b6**: look at the lower-left edge and the empty **b8** area — do they improve or reduce White’s options?
- **c8**: ask whether it keeps White’s replies limited and avoids handing over a corner.

Endgame habit: for each move, imagine White’s forced reply, then count who likely gets the last few empties. Mobility and corners matter more than the immediate flips.",False
p393,1,Direct Instruction,"Yes, **g2 is allowed**.

You only need to trap White discs in **one straight direction**, not every direction.

If Black plays **g2**:

- Left along row 2: **f2 is White**, then **e2 is Black** → so **f2 flips**.
- Down the g-file: **g3, g4, g5, g6 are White**, then **g7 is Black** → those flip too.

The diagonal toward **a8** doesn’t matter unless it forms a valid trapped line; a move can be legal because of any one valid line.",False
p393,1,Positive Feedback,"Yes, **g2 is allowed**.

You only need to trap White discs in **one straight direction**, not every direction.

If Black plays **g2**:

- Left along row 2: **f2 is White**, then **e2 is Black** → so **f2 flips**.
- Down the g-file: **g3, g4, g5, g6 are White**, then **g7 is Black** → those flip too.

The diagonal toward **a8** doesn’t matter unless it forms a valid trapped line; a move can be legal because of any one valid line.",False
p393,2,Provide Correct Answer,"Yes — my recommendation is **c8**.

Reason: **g2 looks tempting because it flips a lot**, but it makes the **h1 corner** available to White: from **h1–g2–f3**, White would have your new black disc on g2 trapped against White at f3. Corners are permanent, so that’s a big gift.

**c8** is quieter: it flips less now, but it avoids handing White an immediate corner and keeps the endgame more controlled.",False
p393,2,Direct Instruction,"Yes — my recommendation is **c8**.

Reason: **g2 looks tempting because it flips a lot**, but it makes the **h1 corner** available to White: from **h1–g2–f3**, White would have your new black disc on g2 trapped against White at f3. Corners are permanent, so that’s a big gift.

**c8** is quieter: it flips less now, but it avoids handing White an immediate corner and keeps the endgame more controlled.",False
p393,3,Provide Correct Answer,"Play **a7**.

Why: it’s the safest endgame move here because it **doesn’t hand White the h1 corner** the way **g2** likely does, and it keeps the lower-left edge under better control. In this phase, avoiding a permanent corner giveaway matters more than flipping extra discs immediately.",False
p393,3,Direct Instruction,"Play **a7**.

Why: it’s the safest endgame move here because it **doesn’t hand White the h1 corner** the way **g2** likely does, and it keeps the lower-left edge under better control. In this phase, avoiding a permanent corner giveaway matters more than flipping extra discs immediately.",False
p284,0,Direct Instruction,"I’d pause on **g2**: it sits diagonally next to the empty corner **h1**.

If Black plays **g2**, White may be able to take **h1** next, and corners are permanent. Ask yourself: **which legal move keeps White away from a corner and limits White’s replies?**",False
p284,0,Hint,"I’d pause on **g2**: it sits diagonally next to the empty corner **h1**.

If Black plays **g2**, White may be able to take **h1** next, and corners are permanent. Ask yourself: **which legal move keeps White away from a corner and limits White’s replies?**",False
p284,0,Prompt,"I’d pause on **g2**: it sits diagonally next to the empty corner **h1**.

If Black plays **g2**, White may be able to take **h1** next, and corners are permanent. Ask yourself: **which legal move keeps White away from a corner and limits White’s replies?**",False
p284,0,Pose Simplified Problem,"I’d pause on **g2**: it sits diagonally next to the empty corner **h1**.

If Black plays **g2**, White may be able to take **h1** next, and corners are permanent. Ask yourself: **which legal move keeps White away from a corner and limits White’s replies?**",False
p284,1,Provide Correct Answer,"**b7** is better.

Why: it plays on the edge without immediately opening the dangerous **h1** corner like **g2** can, and it helps control the lower-left area while keeping White’s options tighter. In this endgame, that’s more important than flipping the most discs right now.",False
p284,1,Direct Instruction,"**b7** is better.

Why: it plays on the edge without immediately opening the dangerous **h1** corner like **g2** can, and it helps control the lower-left area while keeping White’s options tighter. In this endgame, that’s more important than flipping the most discs right now.",False
p284,2,Direct Instruction,"Use this quick endgame checklist:

1. **Corners first:** ask “Does my move give White a corner next?”  
   Here **g2** is risky because it touches the empty **h1** corner.

2. **Squares next to empty corners are dangerous:** avoid moves like **g2** unless you’ve checked White can’t take the corner.

3. **Mobility:** after your move, count White’s legal replies. A good move often leaves White with few bad choices.

4. **Edges can be stable:** edge moves like **b7/b8/a7** are often worth checking because they may become hard to flip.

5. **Don’t chase flips:** flipping many now can lose if it opens a corner or gives White the last big move.

For this board, the key question is: **which move does not open h1 and also keeps White constrained?**",False
p284,2,Pose Simplified Problem,"Use this quick endgame checklist:

1. **Corners first:** ask “Does my move give White a corner next?”  
   Here **g2** is risky because it touches the empty **h1** corner.

2. **Squares next to empty corners are dangerous:** avoid moves like **g2** unless you’ve checked White can’t take the corner.

3. **Mobility:** after your move, count White’s legal replies. A good move often leaves White with few bad choices.

4. **Edges can be stable:** edge moves like **b7/b8/a7** are often worth checking because they may become hard to flip.

5. **Don’t chase flips:** flipping many now can lose if it opens a corner or gives White the last big move.

For this board, the key question is: **which move does not open h1 and also keeps White constrained?**",False
p284,3,Provide Correct Answer,"Yes — **b7** is the best move here.

Main reason: it avoids giving White an easy corner, especially **h1**, while keeping Black’s edge options alive. Moves like **g2** are tempting but dangerous because they sit next to the empty corner **h1**.",False
p284,3,Direct Instruction,"Yes — **b7** is the best move here.

Main reason: it avoids giving White an easy corner, especially **h1**, while keeping Black’s edge options alive. Moves like **g2** are tempting but dangerous because they sit next to the empty corner **h1**.",False
p284,3,Positive Feedback,"Yes — **b7** is the best move here.

Main reason: it avoids giving White an easy corner, especially **h1**, while keeping Black’s edge options alive. Moves like **g2** are tempting but dangerous because they sit next to the empty corner **h1**.",False
p284,4,Direct Instruction,"You can take a corner **only if it is marked as a legal move**—meaning your disc there would trap at least one White line between the corner and another Black disc.

Strategically: **take a corner whenever you legally can**; corners can’t be flipped back.

On this board the corners are **a1, h1, a8, h8**, and none are legal for Black right now. So ask: “Which legal move avoids giving White one of those corners next?”",False
p284,4,Prompt,"You can take a corner **only if it is marked as a legal move**—meaning your disc there would trap at least one White line between the corner and another Black disc.

Strategically: **take a corner whenever you legally can**; corners can’t be flipped back.

On this board the corners are **a1, h1, a8, h8**, and none are legal for Black right now. So ask: “Which legal move avoids giving White one of those corners next?”",False
p284,5,Provide Correct Answer,"**g2** is good now.

Even though it’s next to the empty corner **h1**, it **does not give White h1** here, because White would need a line of White discs ending in a White disc through that corner line—and the nearby **h2/h3** are Black. So **g2** gains without handing over the corner.",False
p284,5,Direct Instruction,"**g2** is good now.

Even though it’s next to the empty corner **h1**, it **does not give White h1** here, because White would need a line of White discs ending in a White disc through that corner line—and the nearby **h2/h3** are Black. So **g2** gains without handing over the corner.",False
p284,6,Provide Correct Answer,"Play **b6**.

It’s strongest because it keeps control of the left side without giving White an easy corner, and it helps limit White’s replies. Be careful with **b8/c8** ideas because the empty **a8** corner is nearby.",False
p284,6,Direct Instruction,"Play **b6**.

It’s strongest because it keeps control of the left side without giving White an easy corner, and it helps limit White’s replies. Be careful with **b8/c8** ideas because the empty **a8** corner is nearby.",False
p284,7,Direct Instruction,"You’re right — my advice missed that danger. Sorry.

Now **a8 is White**, so the big thing is: don’t also hand over **h1**. Check the diagonal:

**h1–g2–f3–e4–d5–c6–b7–a8**

If you play **b7**, that can make **h1** available to White. So compare the other legal moves with that in mind.",False
p284,7,Hint,"You’re right — my advice missed that danger. Sorry.

Now **a8 is White**, so the big thing is: don’t also hand over **h1**. Check the diagonal:

**h1–g2–f3–e4–d5–c6–b7–a8**

If you play **b7**, that can make **h1** available to White. So compare the other legal moves with that in mind.",False
p284,7,Positive Feedback,"You’re right — my advice missed that danger. Sorry.

Now **a8 is White**, so the big thing is: don’t also hand over **h1**. Check the diagonal:

**h1–g2–f3–e4–d5–c6–b7–a8**

If you play **b7**, that can make **h1** available to White. So compare the other legal moves with that in mind.",False
p628,0,Direct Instruction,"If you mean playing **g2**: I’d be cautious.

That square is diagonally next to the empty corner **h1**. After Black plays **g2**, White may be able to take **h1**, and corners are permanent — they can’t be flipped back.

So before choosing g2, ask: *does this give White the top-right corner, and is the immediate flip worth that?* Usually in the endgame, handing over a corner is costly.",False
p628,0,Hint,"If you mean playing **g2**: I’d be cautious.

That square is diagonally next to the empty corner **h1**. After Black plays **g2**, White may be able to take **h1**, and corners are permanent — they can’t be flipped back.

So before choosing g2, ask: *does this give White the top-right corner, and is the immediate flip worth that?* Usually in the endgame, handing over a corner is costly.",False
p628,0,Prompt,"If you mean playing **g2**: I’d be cautious.

That square is diagonally next to the empty corner **h1**. After Black plays **g2**, White may be able to take **h1**, and corners are permanent — they can’t be flipped back.

So before choosing g2, ask: *does this give White the top-right corner, and is the immediate flip worth that?* Usually in the endgame, handing over a corner is costly.",False
p628,1,Provide Correct Answer,"The best move here is **b7**.

Why: it plays near the lower-left without immediately giving White an easy corner, and it keeps Black’s endgame result best. I would avoid **g2** because it risks opening the top-right corner **h1** for White.",False
p628,1,Direct Instruction,"The best move here is **b7**.

Why: it plays near the lower-left without immediately giving White an easy corner, and it keeps Black’s endgame result best. I would avoid **g2** because it risks opening the top-right corner **h1** for White.",False
p628,2,Direct Instruction,"I can’t tell for sure from the current image alone — Othello positions don’t mark the last move.

If you send the board from **before White moved**, I can compare them and identify White’s move. Right now, Black’s legal moves are **g2, b6, a7, c8**.",False
p628,2,Prompt,"I can’t tell for sure from the current image alone — Othello positions don’t mark the last move.

If you send the board from **before White moved**, I can compare them and identify White’s move. Right now, Black’s legal moves are **g2, b6, a7, c8**.",False
p628,3,Provide Correct Answer,"Still **not g2**. It sits next to the empty corner **h1**, so it can help White get that permanent corner.

I’d recommend **c8** now: it’s the best endgame move here and avoids handing White the top-right corner so easily.",False
p628,3,Direct Instruction,"Still **not g2**. It sits next to the empty corner **h1**, so it can help White get that permanent corner.

I’d recommend **c8** now: it’s the best endgame move here and avoids handing White the top-right corner so easily.",False
p628,3,Negative Feedback,"Still **not g2**. It sits next to the empty corner **h1**, so it can help White get that permanent corner.

I’d recommend **c8** now: it’s the best endgame move here and avoids handing White the top-right corner so easily.",False
p628,4,Hint,"Nice — after your move, Black has legal moves **g2, b6, a7**.

I’d still be wary of **g2** because it’s next to the empty corner **h1**. The key question now is: which move leaves White with the fewest good replies and doesn’t open a corner?",False
p628,4,Pose Simplified Problem,"Nice — after your move, Black has legal moves **g2, b6, a7**.

I’d still be wary of **g2** because it’s next to the empty corner **h1**. The key question now is: which move leaves White with the fewest good replies and doesn’t open a corner?",False
p628,4,Positive Feedback,"Nice — after your move, Black has legal moves **g2, b6, a7**.

I’d still be wary of **g2** because it’s next to the empty corner **h1**. The key question now is: which move leaves White with the fewest good replies and doesn’t open a corner?",False
p628,5,Provide Correct Answer,"**b6 is legal**, but I wouldn’t prefer it here — it flips several discs now, but may give White better replies.

I’d look at **a7** instead: it’s more controlled on the edge and seems better for the final count.",False
p628,5,Direct Instruction,"**b6 is legal**, but I wouldn’t prefer it here — it flips several discs now, but may give White better replies.

I’d look at **a7** instead: it’s more controlled on the edge and seems better for the final count.",False
p628,5,Neutral Feedback,"**b6 is legal**, but I wouldn’t prefer it here — it flips several discs now, but may give White better replies.

I’d look at **a7** instead: it’s more controlled on the edge and seems better for the final count.",False
p628,6,Provide Correct Answer,"Yes — **play a3**.

Why: **a3** controls the left edge and should leave White with very little mobility, possibly forcing a pass.  
Avoid **g2** because it gives White access to **h1**, and **a1** looks tempting as a corner but lets White use **a3** afterward.",False
p628,6,Direct Instruction,"Yes — **play a3**.

Why: **a3** controls the left edge and should leave White with very little mobility, possibly forcing a pass.  
Avoid **g2** because it gives White access to **h1**, and **a1** looks tempting as a corner but lets White use **a3** afterward.",False
p72,0,Provide Correct Answer,"Best move: **c8**.

Why: it’s the safest endgame move because it avoids giving White easy corner/edge gains, and it keeps Black’s final disc count best among the legal options. Moves like **a7** or **g2** are next to empty corners (**a8/h1**) and can be risky.",False
p72,0,Direct Instruction,"Best move: **c8**.

Why: it’s the safest endgame move because it avoids giving White easy corner/edge gains, and it keeps Black’s final disc count best among the legal options. Moves like **a7** or **g2** are next to empty corners (**a8/h1**) and can be risky.",False
p72,1,Direct Instruction,"Yes — **White can play b8 after Black c8** and flip **c8** back.

But that’s okay: **c8 was never “permanent”** — only corners are. The key is the follow-up: after White **b8**, Black can play **a7**, flipping back along the 7th row and gaining a strong edge count.

So the question isn’t “can White flip c8?” but “does that sequence leave Black with the best final count?” Here, **yes — c8 still holds up best.**",False
p72,2,Provide Correct Answer,"Yes — **in this current position, a7 is best**.

Key point: **a8 is already White**, so playing **a7** is *not* handing White an empty corner. It also flips along row 7 (**b7/c7**) and leaves White with less comfortable endgame options than **g2** or **b6**.",False
p72,2,Direct Instruction,"Yes — **in this current position, a7 is best**.

Key point: **a8 is already White**, so playing **a7** is *not* handing White an empty corner. It also flips along row 7 (**b7/c7**) and leaves White with less comfortable endgame options than **g2** or **b6**.",False
p72,2,Positive Feedback,"Yes — **in this current position, a7 is best**.

Key point: **a8 is already White**, so playing **a7** is *not* handing White an empty corner. It also flips along row 7 (**b7/c7**) and leaves White with less comfortable endgame options than **g2** or **b6**.",False
p72,3,Provide Correct Answer,"Play **a3**.

Even though **a1** is a corner, **a3** is stronger here because it leaves White with **no legal move** — White must **pass**, and then you still get to move again. This is a mobility/endgame win idea, not just “take the corner now.”",False
p72,3,Direct Instruction,"Play **a3**.

Even though **a1** is a corner, **a3** is stronger here because it leaves White with **no legal move** — White must **pass**, and then you still get to move again. This is a mobility/endgame win idea, not just “take the corner now.”",False
p72,4,Provide Correct Answer,"Yes — **play a1**.

It’s the corner, so it’s permanent, and with only **g2** left afterward you’re maximizing the final count. **g2 first** lets White take **a1**, which is too costly.",False
